1.000000e-08    3.903387e-04
1.258925e-08    3.854595e-04
1.584893e-08    3.805803e-04
1.995262e-08    3.757010e-04
2.511886e-08    3.708218e-04
3.162278e-08    3.659426e-04
3.981072e-08    3.610633e-04
5.011872e-08    3.561841e-04
6.309573e-08    3.513049e-04
7.943282e-08    3.464256e-04
1.000000e-07    3.415464e-04
1.258925e-07    3.366671e-04
1.584893e-07    3.317879e-04
1.995262e-07    3.269087e-04
2.511886e-07    3.220294e-04
3.162278e-07    3.171502e-04
3.981072e-07    3.122710e-04
5.011872e-07    3.073917e-04
6.309573e-07    3.025125e-04
7.943282e-07    2.976333e-04
1.000000e-06    2.927540e-04
1.258925e-06    2.878748e-04
1.584893e-06    2.829956e-04
1.995262e-06    2.781163e-04
2.511886e-06    2.732371e-04
3.162278e-06    2.683579e-04
3.981072e-06    2.634786e-04
5.011872e-06    2.585994e-04
6.309573e-06    2.537202e-04
7.943282e-06    2.488409e-04
1.000000e-05    2.439617e-04
1.258925e-05    2.390825e-04
1.584893e-05    2.342032e-04
1.995262e-05    2.293240e-04
2.511886e-05    2.244448e-04
3.162278e-05    2.195655e-04
3.981072e-05    2.146863e-04
5.011872e-05    2.098071e-04
6.309573e-05    2.049278e-04
7.943282e-05    2.000486e-04
1.000000e-04    1.951694e-04
1.258925e-04    1.902901e-04
1.584893e-04    1.854109e-04
1.995262e-04    1.805317e-04
2.511886e-04    1.756524e-04
3.162278e-04    1.707732e-04
3.981072e-04    1.658940e-04
5.011872e-04    1.610147e-04
6.309573e-04    1.561355e-04
7.943282e-04    1.512563e-04
1.000000e-03    1.463770e-04
